"_id__$oid","pages","primary_general_indicator","ending_image_number","means_filed","previous_file_number","coverage_start_date","request_type","bank_depository_state","bank_depository_zip","candidate_name","file_number","cash_on_hand_end_period","amendment_version","net_donations","document_type_full","html_url","committee_name","fec_file_id","total_individual_contributions","sub_id","senate_personal_funds","most_recent_file_number","beginning_image_number","coverage_end_date","form_type","house_personal_funds","bank_depository_city","document_type","additional_bank_names","cash_on_hand_beginning_period","report_type","most_recent","committee_id","receipt_date","treasurer_name","total_receipts","election_year","amendment_chain__001","form_category","amendment_indicator","debts_owed_by_committee","report_year","party","opposition_personal_funds","total_communication_cost","fec_url","update_date","committee_type","document_description","bank_depository_street_1","cycle","is_amended","pdf_url","debts_owed_to_committee","total_disbursements","state","report_type_full","csv_url","candidate_id","total_independent_expenditures","office","bank_depository_street_2","bank_depository_name","amendment_chain__002","amendment_chain__003","amendment_chain__004","amendment_chain__005","amendment_chain__006","amendment_chain__007","amendment_chain","amendment_chain__008","amendment_chain__009","amendment_chain__010","amendment_chain__011","amendment_chain__012","amendment_chain__013","amendment_chain__014","amendment_chain__015","amendment_chain__016","amendment_chain__017","amendment_chain__018"
"60ad41019bac61a0427666b9","1","null","202012219393379552","e-file","1336302","null","null","null","null","DAVIDS, SHARICE","1483627","null","4","null","null","https://docquery.fec.gov/cgi-bin/forms/H8KS03155/1483627/","null","FEC-1483627","null","4122220201981114157","null","1483627","202012219393379552","null","F2","null","null","null","null","null","null","True","H8KS03155","2020-12-21T00:00:00","DAVIDS, SHARICE","null","2022","1208992","STATEMENT","N","null","2020","DEM","null","null","https://docquery.fec.gov/dcdev/posted/1483627.fec","2020-12-22T00:56:30","null","Statement of candidacy 2020","null","2020","False","https://docquery.fec.gov/pdf/552/202012219393379552/202012219393379552.pdf","null","null","KS","null","https://docquery.fec.gov/csv/627/1483627.csv","H8KS03155","null","H","null","null","1330586","1333175","1336302","1483627","","","","","","","","","","","","","",""
"60ad41019bac61a0427666ba","3","null","201907019150442349","e-file","1333175","null","null","null","null","DAVIDS, SHARICE","1336302","null","3","null","null","https://docquery.fec.gov/cgi-bin/forms/H8KS03155/1336302/","null","FEC-1336302","null","4070220191659057620","null","1483627","201907019150442347","null","F2","null","null","null","null","null","null","False","H8KS03155","2019-07-01T00:00:00","DAVIDS, SHARICE","null","2020","1208992","STATEMENT","A","null","2019","DEM","null","null","https://docquery.fec.gov/dcdev/posted/1336302.fec","2019-07-02T00:00:00","null","Statement of candidacy 2019","null","2020","True","https://docquery.fec.gov/pdf/347/201907019150442347/201907019150442347.pdf","null","null","KS","null","https://docquery.fec.gov/csv/302/1336302.csv","H8KS03155","null","H","null","null","1330586","1333175","1336302","","","","","","","","","","","","","","",""
"60ad41019bac61a0427666bb","3","null","201906059149933286","e-file","1330586","null","null","null","null","DAVIDS, SHARICE","1333175","null","2","null","null","https://docquery.fec.gov/cgi-bin/forms/H8KS03155/1333175/","null","FEC-1333175","null","4060620191657510904","null","1483627","201906059149933284","null","F2","null","null","null","null","null","null","False","H8KS03155","2019-06-05T00:00:00","BARRETT, LUCY","null","2020","1208992","STATEMENT","N","null","2019","DEM","null","null","https://docquery.fec.gov/dcdev/posted/1333175.fec","2019-06-06T00:00:00","null","Statement of candidacy 2019","null","2020","True","https://docquery.fec.gov/pdf/284/201906059149933284/201906059149933284.pdf","null","null","KS","null","https://docquery.fec.gov/csv/175/1333175.csv","H8KS03155","null","H","null","null","1330586","1333175","","","","","","","","","","","","","","","",""
"60ad41019bac61a0427666bc","3","null","201905149149694585","e-file","1208992","null","null","null","null","DAVIDS, SHARICE","1330586","null","1","null","null","https://docquery.fec.gov/cgi-bin/forms/H8KS03155/1330586/","null","FEC-1330586","null","4051420191651859321","null","1483627","201905149149694583","null","F2","null","null","null","null","null","null","False","H8KS03155","2019-05-14T00:00:00","DAVIDS, SHARICE","null","2018","1208992","STATEMENT","A","null","2019","DEM","null","null","https://docquery.fec.gov/dcdev/posted/1330586.fec","2019-05-15T00:00:00","null","Statement of candidacy 2019","null","2020","True","https://docquery.fec.gov/pdf/583/201905149149694583/201905149149694583.pdf","null","null","KS","null","https://docquery.fec.gov/csv/586/1330586.csv","H8KS03155","null","H","null","null","1330586","","","","","","","","","","","","","","","","",""
"60ad41019bac61a0427666bd","1","null","201904090300036925","paper","0","null","null","null","null","DAVIDS, SHARICE","null","null","0","null","Disavowal Notice","null","null","null","null","1040920190037493576","null","null","201904090300036925","null","F99","null","null","H","null","null","null","True","H8KS03155","2019-04-09T00:00:00","null","null","null","","OTHER","null","null","2019","DEM","null","null","https://docquery.fec.gov/paper/posted/.fec","2019-04-09T00:00:00","null","Disavowal Notice 2019","null","2020","False","https://docquery.fec.gov/pdf/925/201904090300036925/201904090300036925.pdf","null","null","KS","null","null","H8KS03155","null","H","null","null","","","","","","","null","","","","","","","","","","",""
"60ad41019bac61a0427666be","1","null","201802169094582924","e-file","1208992","null","null","null","null","DAVIDS, SHARICE","1208992","null","0","null","null","https://docquery.fec.gov/cgi-bin/forms/H8KS03155/1208992/","null","FEC-1208992","null","4021620181504988463","null","1483627","201802169094582924","null","F2","null","null","null","null","null","null","False","H8KS03155","2018-02-16T00:00:00","DAVIDS, SHARICE","null","2018","1208992","STATEMENT","N","null","2018","DEM","null","null","https://docquery.fec.gov/dcdev/posted/1208992.fec","2018-02-17T00:00:00","null","Statement of candidacy 2018","null","2018","True","https://docquery.fec.gov/pdf/924/201802169094582924/201802169094582924.pdf","null","null","KS","null","https://docquery.fec.gov/csv/992/1208992.csv","H8KS03155","null","H","null","null","","","","","","","","","","","","","","","","","",""
"60ad41029bac61a0427666bf","3","null","201703010300142967","paper","-9474830","null","null","null","null","FIELDS, VERNON JAMES","-9474830","null","0","null","null","null","null","null","null","1030120170033783107","null","-9474830","201703010300142965","null","F2","null","null","null","null","null","null","True","H8KS02132","2017-02-25T00:00:00","null","null","2018","-9474830","STATEMENT","N","null","2017","REP","null","null","","2017-03-01T00:00:00","null","Statement of candidacy 2017","null","2018","False","https://docquery.fec.gov/pdf/965/201703010300142965/201703010300142965.pdf","null","null","KS","null","null","H8KS02132","null","H","null","null","","","","","","","","","","","","","","","","","",""
"60ad41029bac61a0427666c0","1","null","201705179053952077","e-file","1154590","null","null","null","null","FITZGERALD, STEPHEN EDWARD","1162807","null","1","null","null","https://docquery.fec.gov/cgi-bin/forms/H8KS02140/1162807/","null","FEC-1162807","null","4051720171404971082","null","1162807","201705179053952077","null","F2","null","null","null","null","null","null","True","H8KS02140","2017-05-17T00:00:00","FITZGERALD, STEPHEN EDWARD","null","2018","1154590","STATEMENT","A","null","2017","REP","null","null","https://docquery.fec.gov/dcdev/posted/1162807.fec","2017-05-17T00:00:00","null","Statement of candidacy 2017","null","2018","False","https://docquery.fec.gov/pdf/077/201705179053952077/201705179053952077.pdf","null","null","KS","null","https://docquery.fec.gov/csv/807/1162807.csv","H8KS02140","null","H","null","null","1162807","","","","","","","","","","","","","","","","",""
"60ad41029bac61a0427666c1","1","null","201704019051905924","e-file","1154590","null","null","null","null","FITZGERALD, STEPHEN EDWARD","1154590","null","0","null","null","https://docquery.fec.gov/cgi-bin/forms/H8KS02140/1154590/","null","FEC-1154590","null","4040220171392909228","null","1162807","201704019051905924","null","F2","null","null","null","null","null","null","False","H8KS02140","2017-04-01T00:00:00","FITZGERALD, STEPHEN EDWARD","null","2018","1154590","STATEMENT","N","null","2017","REP","null","null","https://docquery.fec.gov/dcdev/posted/1154590.fec","2017-04-02T00:00:00","null","Statement of candidacy 2017","null","2018","True","https://docquery.fec.gov/pdf/924/201704019051905924/201704019051905924.pdf","null","null","KS","null","https://docquery.fec.gov/csv/590/1154590.csv","H8KS02140","null","H","null","null","","","","","","","","","","","","","","","","","",""
"60ad41029bac61a0427666c2","1","null","201907099150527768","e-file","1337426","null","null","null","null","HODGSON, ABBIE","1337426","null","0","null","null","https://docquery.fec.gov/cgi-bin/forms/H0KS02170/1337426/","null","FEC-1337426","null","4071020191659099662","null","1337426","201907099150527768","null","F2","null","null","null","null","null","null","True","H0KS02170","2019-07-09T00:00:00","HODGSON, ABBIE","null","2020","1337426","STATEMENT","N","null","2019","DEM","null","null","https://docquery.fec.gov/dcdev/posted/1337426.fec","2019-07-10T00:00:00","null","Statement of candidacy 2019","null","2020","False","https://docquery.fec.gov/pdf/768/201907099150527768/201907099150527768.pdf","null","null","KS","null","https://docquery.fec.gov/csv/426/1337426.csv","H0KS02170","null","H","null","null","","","","","","","","","","","","","","","","","",""
"60ad41039bac61a0427666c3","1","null","201806149113688149","e-file","1236461","null","null","null","null","KEEGAN, TREVOR","1237932","null","1","null","null","https://docquery.fec.gov/cgi-bin/forms/H8KS03171/1237932/","null","FEC-1237932","null","4061420181570693795","null","1237932","201806149113688149","null","F2","null","null","null","null","null","null","True","H8KS03171","2018-06-14T00:00:00","KEEGAN, TREVOR","null","2018","1236461","STATEMENT","A","null","2018","REP","null","null","https://docquery.fec.gov/dcdev/posted/1237932.fec","2018-06-14T00:00:00","null","Statement of candidacy 2018","null","2018","False","https://docquery.fec.gov/pdf/149/201806149113688149/201806149113688149.pdf","null","null","KS","null","https://docquery.fec.gov/csv/932/1237932.csv","H8KS03171","null","H","null","null","1237932","","","","","","","","","","","","","","","","",""
"60ad41039bac61a0427666c4","2","null","201806120300011983","paper","0","null","5","null","null","KEEGAN, TREVOR","null","null","0","null","null","null","null","null","null","1061220180036826292","null","null","201806120300011982","null","FRQ","null","null","null","null","null","null","True","H8KS03171","2018-06-12T00:00:00","null","null","null","","OTHER","null","null","2018","REP","null","null","https://docquery.fec.gov/paper/posted/.fec","2018-06-12T00:00:00","null","RFAI: Document 2018","null","2018","False","https://docquery.fec.gov/pdf/982/201806120300011982/201806120300011982.pdf","null","null","KS","null","null","H8KS03171","null","H","null","null","","","","","","","null","","","","","","","","","","",""
"60ad41039bac61a0427666c5","1","null","201806059113646674","e-file","1236461","null","null","null","null","KEEGAN, TREVOR","1236461","null","0","null","null","https://docquery.fec.gov/cgi-bin/forms/H8KS03171/1236461/","null","FEC-1236461","null","4060520181570580397","null","1237932","201806059113646674","null","F2","null","null","null","null","null","null","False","H8KS03171","2018-06-05T00:00:00","KEEGAN, TREVOR","null","2018","1236461","STATEMENT","N","null","2018","REP","null","null","https://docquery.fec.gov/dcdev/posted/1236461.fec","2018-06-05T00:00:00","null","Statement of candidacy 2018","null","2018","True","https://docquery.fec.gov/pdf/674/201806059113646674/201806059113646674.pdf","null","null","KS","null","https://docquery.fec.gov/csv/461/1236461.csv","H8KS03171","null","H","null","null","","","","","","","","","","","","","","","","","",""
"60ad41039bac61a0427666c6","1","null","201907039150446426","e-file","1336529","null","null","null","null","LINDSTROM, DAVID ALAN","1336529","null","0","null","null","https://docquery.fec.gov/cgi-bin/forms/S0KS00240/1336529/","null","FEC-1336529","null","4070320191659076293","null","1336529","201907039150446426","null","F2","null","null","null","null","null","null","True","S0KS00240","2019-07-03T00:00:00","LINDSTROM, DAVID","null","2020","1336529","STATEMENT","N","null","2019","REP","null","null","https://docquery.fec.gov/dcdev/posted/1336529.fec","2019-07-03T00:00:00","null","Statement of candidacy 2019","null","2020","False","https://docquery.fec.gov/pdf/426/201907039150446426/201907039150446426.pdf","null","null","KS","null","https://docquery.fec.gov/csv/529/1336529.csv","S0KS00240","null","S","null","null","","","","","","","","","","","","","","","","","",""
"60ad41049bac61a0427666c7","2","null","202105199446973186","e-file","1471569","null","null","null","null","MANN, TRACEY ROBERT","1517012","null","5","null","null","https://docquery.fec.gov/cgi-bin/forms/H0KS01123/1517012/","null","FEC-1517012","null","4052020211294844018","null","1517012","202105199446973185","null","F2","null","null","null","null","null","null","True","H0KS01123","2021-05-19T00:00:00","MANN, TRACEY ROBERT","null","2022","1351177","STATEMENT","A","null","2021","REP","null","null","https://docquery.fec.gov/dcdev/posted/1517012.fec","2021-05-20T01:26:42","null","Statement of candidacy 2021","null","2022","False","https://docquery.fec.gov/pdf/185/202105199446973185/202105199446973185.pdf","null","null","KS","null","https://docquery.fec.gov/csv/012/1517012.csv","H0KS01123","null","H","null","null","1355994","1431877","1454341","1471569","1517012","","","","","","","","","","","","",""
"60ad41049bac61a0427666c8","1","null","202011059336759692","e-file","1454341","null","null","null","null","MANN, TRACEY ROBERT","1471569","null","4","null","null","https://docquery.fec.gov/cgi-bin/forms/H0KS01123/1471569/","null","FEC-1471569","null","4110520201891165158","null","1517012","202011059336759692","null","F2","null","null","null","null","null","null","False","H0KS01123","2020-11-05T00:00:00","MANN, TRACEY ROBERT","null","2022","1351177","STATEMENT","N","null","2020","REP","null","null","https://docquery.fec.gov/dcdev/posted/1471569.fec","2020-11-05T21:06:15","null","Statement of candidacy 2020","null","2020","True","https://docquery.fec.gov/pdf/692/202011059336759692/202011059336759692.pdf","null","null","KS","null","https://docquery.fec.gov/csv/569/1471569.csv","H0KS01123","null","H","null","null","1355994","1431877","1454341","1471569","","","","","","","","","","","","","",""
"60ad41049bac61a0427666c9","3","null","202010179297137474","e-file","1431877","null","null","null","null","MANN, TRACEY ROBERT","1454341","null","3","null","null","https://docquery.fec.gov/cgi-bin/forms/H0KS01123/1454341/","null","FEC-1454341","null","4101820201882118150","null","1517012","202010179297137472","null","F2","null","null","null","null","null","null","False","H0KS01123","2020-10-17T00:00:00","MANN, TRACEY ROBERT","null","2020","1351177","STATEMENT","A","null","2020","REP","null","null","https://docquery.fec.gov/dcdev/posted/1454341.fec","2020-10-18T00:53:52","null","Statement of candidacy 2020","null","2020","True","https://docquery.fec.gov/pdf/472/202010179297137472/202010179297137472.pdf","null","null","KS","null","https://docquery.fec.gov/csv/341/1454341.csv","H0KS01123","null","H","null","null","1355994","1431877","1454341","","","","","","","","","","","","","","",""
"60ad41049bac61a0427666ca","2","null","202008129261297894","e-file","1355994","null","null","null","null","MANN, TRACEY ROBERT","1431877","null","2","null","null","https://docquery.fec.gov/cgi-bin/forms/H0KS01123/1431877/","null","FEC-1431877","null","4081320201828116149","null","1517012","202008129261297893","null","F2","null","null","null","null","null","null","False","H0KS01123","2020-08-12T00:00:00","MANN, TRACEY ROBERT","null","2020","1351177","STATEMENT","A","null","2020","REP","null","null","https://docquery.fec.gov/dcdev/posted/1431877.fec","2020-08-13T00:53:12","null","Statement of candidacy 2020","null","2020","True","https://docquery.fec.gov/pdf/893/202008129261297893/202008129261297893.pdf","null","null","KS","null","https://docquery.fec.gov/csv/877/1431877.csv","H0KS01123","null","H","null","null","1355994","1431877","","","","","","","","","","","","","","","",""
"60ad41049bac61a0427666cb","1","null","201910119163818345","e-file","1351177","null","null","null","null","MANN, TRACEY ROBERT","1355994","null","1","null","null","https://docquery.fec.gov/cgi-bin/forms/H0KS01123/1355994/","null","FEC-1355994","null","4101120191674121048","null","1517012","201910119163818345","null","F2","null","null","null","null","null","null","False","H0KS01123","2019-10-11T00:00:00","MANN, TRACEY ROBERT","null","2020","1351177","STATEMENT","N","null","2019","REP","null","null","https://docquery.fec.gov/dcdev/posted/1355994.fec","2019-10-11T00:00:00","null","Statement of candidacy 2019","null","2020","True","https://docquery.fec.gov/pdf/345/201910119163818345/201910119163818345.pdf","null","null","KS","null","https://docquery.fec.gov/csv/994/1355994.csv","H0KS01123","null","H","null","null","1355994","","","","","","","","","","","","","","","","",""
"60ad41049bac61a0427666cc","1","null","201909220300048160","paper","0","null","5","null","null","MANN, TRACEY ROBERT","null","null","0","null","null","null","null","null","null","1092220190194559437","null","null","201909220300048160","null","FRQ","null","null","null","null","null","null","True","H0KS01123","2019-09-22T00:00:00","null","null","null","","OTHER","null","null","2019","REP","null","null","https://docquery.fec.gov/paper/posted/.fec","2019-09-22T00:00:00","null","RFAI: Document 2019","null","2020","False","https://docquery.fec.gov/pdf/160/201909220300048160/201909220300048160.pdf","null","null","KS","null","null","H0KS01123","null","H","null","null","","","","","","","null","","","","","","","","","","",""
"60ad41049bac61a0427666cd","1","null","201909099163206216","e-file","1351177","null","null","null","null","MANN, TRACEY ROBERT","1351177","null","0","null","null","https://docquery.fec.gov/cgi-bin/forms/H0KS01123/1351177/","null","FEC-1351177","null","4090920191672467265","null","1517012","201909099163206216","null","F2","null","null","null","null","null","null","False","H0KS01123","2019-09-09T00:00:00","MANN, TRACEY","null","2019","1351177","STATEMENT","N","null","2019","REP","null","null","https://docquery.fec.gov/dcdev/posted/1351177.fec","2019-09-09T00:00:00","null","Statement of candidacy 2019","null","2020","True","https://docquery.fec.gov/pdf/216/201909099163206216/201909099163206216.pdf","null","null","KS","null","https://docquery.fec.gov/csv/177/1351177.csv","H0KS01123","null","H","null","null","","","","","","","","","","","","","","","","","",""
"60ad41049bac61a0427666ce","3","null","29030062417","paper","null","null","null","null","null","MANN, TRACEY ROBERT","null","null","null","null","null","null","null","null","null","1040620090000658874","null","null","29030062415","null","F2","null","null","null","null","null","null","null","H0KS01123","2009-04-02T00:00:00","null","null","2010","","STATEMENT","N","null","2009","REP","null","null","https://docquery.fec.gov/paper/posted/.fec","2009-04-06T00:00:00","null","Statement of candidacy 2009","null","2010","null","https://docquery.fec.gov/pdf/415/29030062415/29030062415.pdf","null","null","KS","null","null","H0KS01123","null","H","null","null","","","","","","","null","","","","","","","","","","",""
"60ad41049bac61a0427666cf","2","null","202011309337193717","e-file","1436293","null","null","null","null","MARSHALL, ROGER W","1474313","null","1","null","null","https://docquery.fec.gov/cgi-bin/forms/S0KS00315/1474313/","null","FEC-1474313","null","4120120201962689151","null","1474313","202011309337193716","null","F2","null","null","null","null","null","null","True","S0KS00315","2020-11-30T00:00:00","MARSHALL, ROGER W.","null","2026","1351225","STATEMENT","N","null","2020","REP","null","null","https://docquery.fec.gov/dcdev/posted/1474313.fec","2020-12-01T00:52:59","null","Statement of candidacy 2020","null","2020","False","https://docquery.fec.gov/pdf/716/202011309337193716/202011309337193716.pdf","null","null","KS","null","https://docquery.fec.gov/csv/313/1474313.csv","S0KS00315","null","S","null","null","1474313","","","","","","","","","","","","","","","","",""
"60ad41049bac61a0427666d0","1","null","201909099163206868","e-file","1351225","null","null","null","null","MARSHALL, ROGER W","1351225","null","0","null","null","https://docquery.fec.gov/cgi-bin/forms/S0KS00315/1351225/","null","FEC-1351225","null","4090920191672467268","null","1474313","201909099163206868","null","F2","null","null","null","null","null","null","False","S0KS00315","2019-09-09T00:00:00","MARSHALL, ROGER W","null","2020","1351225","STATEMENT","N","null","2019","REP","null","null","https://docquery.fec.gov/dcdev/posted/1351225.fec","2019-09-09T00:00:00","null","Statement of candidacy 2019","null","2020","True","https://docquery.fec.gov/pdf/868/201909099163206868/201909099163206868.pdf","null","null","KS","null","https://docquery.fec.gov/csv/225/1351225.csv","S0KS00315","null","S","null","null","","","","","","","","","","","","","","","","","",""
